Order_ID,Customer_Name,Category,Sub_Category,City,Order_Date,Region,Sales,Discount,Profit,State,Order_Day,Order_Month,Order_Year
OD2952,Roshan,1,13,0,2017-01-10,3,1463,0.33,160.93,0,10,1,2017
OD2953,Roshan,2,10,6,2017-10-21,3,1474,0.27,132.66,0,21,10,2017
OD2954,Sundar,5,22,17,2017-05-15,3,1499,0.12,89.94,0,15,5,2017
OD2955,Vidya,3,20,15,2017-01-10,3,1216,0.25,474.24,0,10,1,2017
OD2956,Vince,1,13,13,2015-08-29,3,945,0.35,160.65,0,29,8,2015
OD2957,Jackson,0,3,16,2016-04-12,3,1916,0.2,402.36,0,12,4,2016
OD2958,Jackson,2,4,19,2017-05-09,3,1657,0.13,331.4,0,9,5,2017
OD2959,Yusuf,1,13,5,2018-06-11,3,1222,0.2,281.06,0,11,6,2018
OD2960,Sheeba,3,20,0,2017-08-13,3,2397,0.25,958.8,0,13,8,2017
OD2961,Ramesh,0,1,18,2016-12-12,4,2181,0.17,261.72,0,12,12,2016
OD2962,Veena,2,9,19,2015-12-20,4,1591,0.19,556.85,0,20,12,2015
OD2963,Sudeep,2,4,17,2018-07-01,4,970,0.15,48.5,0,1,7,2018
OD2964,Jackson,1,13,4,2018-06-24,4,1350,0.31,256.5,0,24,6,2018
OD2965,Ridhesh,6,6,1,2017-09-29,4,1364,0.12,381.92,0,29,9,2017
OD2966,Sundar,5,22,16,2017-03-28,4,530,0.3,190.8,0,28,3,2017
OD2967,Haseena,4,12,17,2017-07-07,4,1779,0.23,142.32,0,7,7,2017
OD2968,Jackson,1,21,16,2017-06-24,4,1586,0.2,713.7,0,24,6,2017
OD2969,Vinne,0,2,7,2017-06-23,4,837,0.13,234.36,0,23,6,2017
OD2970,Alan,5,14,8,2017-08-26,4,2292,0.19,183.36,0,26,8,2017
OD2971,Ramesh,3,18,9,2015-12-29,4,2213,0.16,531.12,0,29,12,2015
OD2972,Ganesh,2,9,7,2018-06-17,4,1028,0.21,61.68,0,17,6,2018
OD2973,Verma,1,13,8,2016-04-13,4,814,0.35,48.84,0,13,4,2016
OD2974,Akash,4,11,8,2018-04-05,4,892,0.34,240.84,0,5,4,2018
OD2975,Veronica,5,14,23,2018-12-11,4,1931,0.16,617.92,0,11,12,2018
OD2976,Anu,3,0,3,2018-09-23,4,1210,0.1,217.8,0,23,9,2018
OD2977,Suresh,2,9,11,2018-09-09,4,2118,0.24,889.56,0,9,9,2018
OD2978,Ganesh,5,22,11,2015-12-20,4,2406,0.21,529.32,0,20,12,2015
OD2979,Peer,3,18,12,2018-12-10,4,661,0.11,257.79,0,10,12,2018
OD2980,Sudeep,0,1,0,2016-09-24,4,1372,0.2,274.4,0,24,9,2016
OD2981,Sheeba,5,8,17,2016-07-25,4,1283,0.26,346.41,0,25,7,2016
OD2982,Alan,4,17,15,2016-12-13,4,2073,0.22,497.52,0,13,12,2016
OD2983,Amy,4,19,18,2018-08-14,4,967,0.3,367.46,0,14,8,2018
OD2984,Jackson,2,4,7,2015-01-04,4,827,0.15,49.62,0,4,1,2015
OD2985,Esther,3,0,14,2016-11-04,4,1808,0.2,216.96,0,4,11,2016
OD2986,Ridhesh,6,5,0,2016-02-15,4,2167,0.14,303.38,0,15,2,2016
OD2987,Malik,6,6,9,2016-11-22,4,1449,0.15,623.07,0,22,11,2016
OD2988,Ganesh,1,21,17,2018-12-11,4,2351,0.32,399.67,0,11,12,2018
OD2989,Alan,4,12,8,2016-10-23,4,1818,0.25,199.98,0,23,10,2016
OD2990,James,4,11,3,2017-02-19,4,785,0.28,78.5,0,19,2,2017
OD2991,Sharon,1,21,8,2018-10-12,4,2481,0.28,372.15,0,12,10,2018
OD2992,Suresh,6,5,21,2015-08-12,4,1479,0.17,473.28,0,12,8,2015
OD2993,Sudha,0,2,7,2015-10-18,4,1097,0.15,87.76,0,18,10,2015
OD2994,Shah,1,13,22,2018-11-06,4,607,0.35,242.8,0,6,11,2018
OD2995,Muneer,4,17,13,2018-07-27,4,949,0.35,360.62,0,27,7,2018
OD2996,Sharon,2,9,7,2016-07-25,4,1666,0.3,383.18,0,25,7,2016
OD2997,Shah,3,18,23,2015-03-23,4,1151,0.35,391.34,0,23,3,2015
OD2998,Vince,2,4,6,2017-08-12,4,1338,0.17,414.78,0,12,8,2017
OD2999,Veena,5,22,2,2018-11-06,4,967,0.33,67.69,0,6,11,2018
OD3000,Malik,6,16,3,2017-07-17,4,2200,0.26,396.0,0,17,7,2017
OD3001,Arvind,4,12,20,2018-06-05,4,1077,0.35,430.8,0,5,6,2018
OD3002,Alan,1,21,13,2017-06-24,4,2367,0.15,1065.15,0,24,6,2017
OD3003,Arvind,0,2,16,2015-04-08,4,1075,0.14,301.0,0,8,4,2015
OD3004,Veena,3,0,18,2015-01-09,4,1306,0.1,195.9,0,9,1,2015
OD3005,Vinne,3,18,11,2017-04-19,4,985,0.33,275.8,0,19,4,2017
OD3006,Veronica,3,18,22,2017-05-11,4,527,0.32,126.48,0,11,5,2017
OD3007,Komal,5,22,7,2017-02-09,4,2194,0.34,987.3,0,9,2,2017
OD3008,Hafiz,3,7,22,2018-12-11,4,1196,0.22,131.56,0,11,12,2018
OD3009,Haseena,5,14,6,2017-06-23,4,579,0.16,208.44,0,23,6,2017
OD3010,Sheeba,4,11,15,2016-02-15,4,1609,0.35,257.44,0,15,2,2016
OD3011,Peer,5,22,16,2017-10-11,4,2048,0.21,655.36,0,11,10,2017
OD3012,Ridhesh,2,15,18,2017-05-16,4,2461,0.21,959.79,0,16,5,2017
OD3013,Suresh,6,16,0,2018-12-09,4,2088,0.11,647.28,0,9,12,2018
OD3014,Sundar,5,14,2,2015-06-01,4,2259,0.35,112.95,0,1,6,2015
OD3015,Komal,3,18,11,2018-05-12,4,1390,0.14,542.1,0,12,5,2018
OD3016,James,4,11,10,2016-12-25,4,814,0.14,276.76,0,25,12,2016
OD3017,Hussain,3,7,18,2016-12-25,4,1253,0.27,400.96,0,25,12,2016
OD3018,Jonas,0,3,9,2016-03-29,4,2093,0.28,732.55,0,29,3,2016
OD3019,Ram,2,9,7,2017-03-26,4,1915,0.2,210.65,0,26,3,2017
OD3020,Anu,0,3,2,2018-12-06,4,2144,0.14,150.08,0,6,12,2018
OD3021,Ramesh,2,10,3,2016-11-07,4,2387,0.19,930.93,0,7,11,2016
OD3022,Rumaiza,1,13,0,2018-07-01,4,739,0.35,162.58,0,1,7,2018
OD3023,Haseena,5,14,16,2018-03-08,4,556,0.27,244.64,0,8,3,2018
OD3024,Sharon,6,5,15,2016-11-22,4,1174,0.16,117.4,0,22,11,2016
OD3025,Adavan,6,5,12,2015-12-12,4,2230,0.19,468.3,0,12,12,2015
OD3026,Amrish,5,22,21,2017-06-11,4,1325,0.14,79.5,0,11,6,2017
OD3027,Rumaiza,4,12,19,2018-01-08,4,1905,0.27,476.25,0,8,1,2018
OD3028,Suresh,2,10,3,2017-08-12,4,2290,0.21,137.4,0,12,8,2017
OD3029,Alan,3,18,7,2018-09-23,4,593,0.21,166.04,0,23,9,2018
OD3030,Ganesh,5,14,15,2017-04-16,4,2448,0.29,538.56,0,16,4,2017
OD3031,Arutra,3,7,16,2017-10-11,4,1935,0.34,832.05,0,11,10,2017
OD3032,Amy,5,14,1,2018-08-05,4,1163,0.35,116.3,0,5,8,2018
OD3033,Vinne,6,5,1,2018-10-17,4,1170,0.3,362.7,0,17,10,2018
OD3034,Hafiz,5,8,11,2015-07-22,4,1924,0.25,269.36,0,22,7,2015
OD3035,Sabeela,2,4,0,2016-10-25,4,2232,0.14,491.04,0,25,10,2016
OD3036,Vinne,0,3,4,2016-12-12,4,2031,0.3,162.48,0,12,12,2016
OD3037,Verma,6,16,17,2016-10-23,4,716,0.33,150.36,0,23,10,2016
OD3038,Sharon,3,7,5,2016-12-12,4,988,0.23,148.2,0,12,12,2016
OD3039,Krithika,2,10,18,2016-12-20,4,1750,0.15,367.5,0,20,12,2016
OD3040,Verma,5,22,14,2017-04-19,4,1547,0.12,123.76,0,19,4,2017
OD3041,Sabeela,2,4,16,2016-11-30,4,1259,0.12,176.26,0,30,11,2016
OD3042,Sudeep,0,1,23,2016-02-21,4,579,0.12,208.44,0,21,2,2016
OD3043,Verma,2,15,19,2018-07-27,4,1304,0.13,573.76,0,27,7,2018
OD3044,Kumar,2,15,9,2017-03-28,4,1677,0.35,620.49,0,28,3,2017
OD3045,Suresh,4,19,9,2017-10-11,4,520,0.33,104.0,0,11,10,2017
OD3046,Sheeba,3,20,0,2018-03-21,4,1503,0.21,405.81,0,21,3,2018
OD3047,Sudeep,5,22,0,2017-06-23,4,1198,0.13,419.3,0,23,6,2017
OD3048,Vince,3,20,17,2015-07-25,4,559,0.29,156.52,0,25,7,2015
OD3049,Ravi,6,6,18,2016-12-17,4,1163,0.28,220.97,0,17,12,2016
OD3050,Kumar,0,1,19,2016-12-17,4,1989,0.31,735.93,0,17,12,2016
OD3051,Veronica,0,2,19,2017-10-11,4,1714,0.35,702.74,0,11,10,2017
OD3052,Vince,2,10,14,2017-04-19,4,1615,0.15,629.85,0,19,4,2017
OD3053,Ravi,3,18,9,2015-04-08,4,691,0.29,200.39,0,8,4,2015
OD3054,Suresh,2,10,16,2015-03-26,4,1953,0.35,566.37,0,26,3,2015
OD3055,Suresh,5,14,2,2018-03-08,4,995,0.29,427.85,0,8,3,2018
OD3056,Roshan,3,0,22,2017-10-11,4,2422,0.16,435.96,0,11,10,2017
OD3057,Jackson,2,15,20,2017-06-16,4,2011,0.34,744.07,0,16,6,2017
OD3058,Arvind,2,15,17,2015-04-08,4,1565,0.28,469.5,0,8,4,2015
OD3059,Muneer,4,11,16,2015-07-25,4,2263,0.21,271.56,0,25,7,2015
OD3060,Vince,1,13,11,2016-02-15,4,2035,0.26,468.05,0,15,2,2016
OD3061,Ram,4,12,13,2018-08-14,4,759,0.18,98.67,0,14,8,2018
OD3062,Malik,6,6,21,2017-07-25,4,995,0.17,218.9,0,25,7,2017
OD3063,Adavan,3,0,19,2015-12-13,4,1295,0.35,142.45,0,13,12,2015
OD3064,Harish,0,2,14,2016-03-29,4,2366,0.21,425.88,0,29,3,2016
OD3065,Krithika,3,20,19,2016-10-09,4,599,0.1,221.63,0,9,10,2016
OD3066,Ravi,5,22,0,2017-07-17,4,1986,0.24,496.5,0,17,7,2017
OD3067,James,5,14,9,2018-07-01,4,1485,0.14,386.1,0,1,7,2018
OD3068,Rumaiza,4,19,3,2015-04-08,4,1025,0.19,133.25,0,8,4,2015
OD3069,Adavan,1,13,18,2018-09-14,4,1164,0.31,302.64,0,14,9,2018
OD3070,Aditi,0,1,17,2017-05-16,4,1258,0.16,364.82,0,16,5,2017
OD3071,Yusuf,5,22,1,2018-09-09,4,1843,0.12,313.31,0,9,9,2018
OD3072,Komal,2,9,12,2016-11-22,4,1869,0.1,485.94,0,22,11,2016
OD3073,Harish,4,12,18,2015-07-22,4,2331,0.22,186.48,0,22,7,2015
OD3074,Ram,3,7,7,2018-07-01,4,1368,0.18,615.6,0,1,7,2018
OD3075,Krithika,1,13,22,2015-08-08,4,1021,0.27,224.62,0,8,8,2015
OD3076,Yadav,2,10,16,2017-10-29,4,2244,0.19,201.96,0,29,10,2017
OD3077,Harish,0,3,3,2017-04-19,4,539,0.25,59.29,0,19,4,2017
OD3078,Sudeep,4,12,17,2017-11-15,4,1256,0.3,514.96,0,15,11,2017
OD3079,Jonas,6,6,9,2015-04-08,4,2158,0.26,258.96,0,8,4,2015
OD3080,Krithika,1,13,23,2015-10-18,4,2282,0.29,867.16,0,18,10,2015
OD3081,Jackson,6,6,23,2018-09-23,4,1940,0.11,679.0,0,23,9,2018
OD3082,Malik,5,14,15,2016-09-24,4,561,0.22,140.25,0,24,9,2016
OD3083,Peer,3,18,22,2018-12-18,4,1764,0.24,776.16,0,18,12,2018
OD3084,Sundar,0,3,15,2018-03-19,4,1375,0.18,316.25,0,19,3,2018
OD3085,Hussain,1,21,11,2015-12-20,4,1589,0.33,349.58,0,20,12,2015
OD3086,Verma,0,3,22,2016-12-17,4,639,0.32,210.87,0,17,12,2016
OD3087,Sabeela,2,10,21,2018-03-21,4,2194,0.18,416.86,0,21,3,2018
OD3088,Kumar,6,5,11,2017-10-09,4,1641,0.34,114.87,0,9,10,2017
OD3089,Krithika,3,7,13,2018-04-25,4,1642,0.14,229.88,0,25,4,2018
OD3090,Vidya,4,17,15,2018-12-19,4,1721,0.2,653.98,0,19,12,2018
OD3091,Veronica,5,14,2,2015-03-02,4,1015,0.22,152.25,0,2,3,2015
OD3092,Shah,1,13,17,2018-02-09,4,1226,0.14,416.84,0,9,2,2018
OD3093,Sharon,0,2,0,2018-03-12,4,1717,0.2,618.12,0,12,3,2018
OD3094,Anu,5,8,18,2017-10-11,4,2097,0.23,650.07,0,11,10,2017
OD3095,Peer,3,18,1,2018-03-21,4,1622,0.22,486.6,0,21,3,2018
OD3096,Hafiz,2,10,12,2017-04-19,4,2004,0.28,340.68,0,19,4,2017
OD3097,Muneer,4,17,20,2017-03-26,4,1644,0.23,82.2,0,26,3,2017
OD3098,Aditi,3,0,4,2017-07-17,4,2477,0.33,891.72,0,17,7,2017
OD3099,Veena,0,2,12,2016-09-24,4,531,0.3,127.44,0,24,9,2016
OD3100,Ravi,5,14,9,2015-03-02,4,1546,0.28,448.34,0,2,3,2015
OD3101,Haseena,6,6,10,2016-11-07,4,746,0.27,164.12,0,7,11,2016
OD3102,Veronica,4,17,0,2017-12-29,4,621,0.1,279.45,0,29,12,2017
OD3103,Amy,5,8,22,2016-07-14,4,1377,0.29,509.49,0,14,7,2016
OD3104,Rumaiza,1,21,0,2016-03-20,4,1621,0.17,664.61,0,20,3,2016
OD3105,Komal,4,17,19,2015-06-12,4,1497,0.16,389.22,0,12,6,2015
OD3106,Willams,1,21,5,2015-07-11,4,1874,0.2,787.08,0,11,7,2015
OD3107,Haseena,1,21,22,2017-09-09,4,1225,0.28,147.0,0,9,9,2017
OD3108,Shah,5,14,15,2015-01-04,4,2308,0.27,369.28,0,4,1,2015
OD3109,Alan,1,13,19,2016-07-14,4,1103,0.27,485.32,0,14,7,2016
OD3110,Roshan,6,16,12,2015-11-18,4,1526,0.17,686.7,0,18,11,2015
OD3111,Willams,0,3,15,2018-08-20,4,2289,0.2,618.03,0,20,8,2018
OD3112,Krithika,1,21,18,2016-02-15,4,687,0.34,240.45,0,15,2,2016
OD3113,Alan,3,0,2,2016-02-15,4,972,0.14,213.84,0,15,2,2016
OD3114,Sudeep,1,21,19,2015-12-20,4,1669,0.22,550.77,0,20,12,2015
OD3115,Yadav,0,1,13,2018-01-11,4,506,0.29,70.84,0,11,1,2018
OD3116,Malik,5,8,7,2018-02-06,4,852,0.27,289.68,0,6,2,2018
OD3117,Vidya,5,22,13,2015-07-11,4,1640,0.18,656.0,0,11,7,2015
OD3118,Arutra,1,13,8,2018-03-12,4,2093,0.28,941.85,0,12,3,2018
OD3119,Amrish,5,22,22,2018-04-23,4,1223,0.15,61.15,0,23,4,2018
OD3120,Sudha,2,9,7,2018-04-09,4,581,0.34,255.64,0,9,4,2018
OD3121,Esther,0,3,11,2018-11-06,4,505,0.13,222.2,0,6,11,2018
OD3122,Adavan,4,12,22,2018-02-06,4,2145,0.31,600.6,0,6,2,2018
OD3123,Sundar,0,3,13,2016-09-24,4,1933,0.32,753.87,0,24,9,2016
OD3124,Sudha,0,1,3,2018-03-19,4,2060,0.18,618.0,0,19,3,2018
OD3125,Jonas,0,3,11,2017-11-15,4,1469,0.22,499.46,0,15,11,2017
OD3126,Malik,4,17,9,2018-03-12,4,523,0.14,120.29,0,12,3,2018
OD3127,Hussain,0,2,4,2018-11-24,4,1916,0.13,229.92,0,24,11,2018
OD3128,James,3,18,20,2018-09-15,4,1513,0.28,181.56,0,15,9,2018
OD3129,Alan,3,20,23,2018-11-24,4,1756,0.25,684.84,0,24,11,2018
OD3130,Surya,4,19,9,2016-11-20,4,2381,0.19,857.16,0,20,11,2016
OD3131,Hafiz,4,12,2,2018-10-22,4,1683,0.16,218.79,0,22,10,2018
OD3132,Sundar,3,20,0,2016-11-20,4,1784,0.26,267.6,0,20,11,2016
OD3133,Harish,1,13,2,2016-08-03,0,1937,0.1,368.03,0,3,8,2016
OD3134,Vidya,1,21,13,2018-05-29,0,1402,0.13,112.16,0,29,5,2018
OD3135,Krithika,4,11,5,2017-09-24,0,2425,0.29,436.5,0,24,9,2017
OD3136,Hussain,1,21,14,2018-05-29,0,1583,0.34,221.62,0,29,5,2018
OD3137,Akash,6,6,15,2018-03-21,0,2402,0.3,192.16,0,21,3,2018
OD3138,Hafiz,0,3,19,2017-07-17,0,816,0.27,97.92,0,17,7,2017
OD3139,Vidya,6,6,16,2018-01-10,0,2246,0.31,269.52,0,10,1,2018
OD3140,Amrish,3,18,11,2017-09-24,0,1752,0.24,438.0,0,24,9,2017
OD3141,Suresh,6,5,17,2018-12-21,0,1265,0.2,404.8,0,21,12,2018
OD3142,Ganesh,5,8,21,2015-01-20,0,1148,0.21,309.96,0,20,1,2015
OD3143,Ram,6,5,17,2017-07-17,0,2360,0.28,542.8,0,17,7,2017
OD3144,Haseena,6,16,8,2018-05-29,0,945,0.13,245.7,0,29,5,2018
OD3145,Sabeela,5,14,8,2017-12-29,0,2478,0.13,1090.32,0,29,12,2017
OD3146,Hussain,0,1,22,2015-03-17,0,1727,0.24,690.8,0,17,3,2015
OD3147,Amy,3,7,12,2017-09-13,0,2033,0.28,447.26,0,13,9,2017
OD3148,Veronica,6,5,23,2018-07-29,0,2307,0.28,299.91,0,29,7,2018
OD3149,Komal,1,13,2,2017-01-09,0,947,0.3,132.58,0,9,1,2017
OD3150,Ramesh,6,16,23,2015-10-11,0,2062,0.31,907.28,0,11,10,2015
OD3151,Akash,2,9,1,2017-10-30,0,2385,0.12,310.05,0,30,10,2017
OD3152,Haseena,6,6,6,2015-06-20,0,560,0.11,95.2,0,20,6,2015
OD3153,Surya,4,17,6,2018-06-29,0,1654,0.14,496.2,0,29,6,2018
OD3154,Vince,0,1,0,2016-08-05,0,1827,0.28,493.29,0,5,8,2016
OD3155,James,2,9,1,2015-09-23,0,1524,0.23,441.96,0,23,9,2015
OD3156,Malik,5,8,15,2018-09-25,0,981,0.18,255.06,0,25,9,2018
OD3157,James,3,18,8,2018-07-29,0,1856,0.31,835.2,0,29,7,2018
OD3158,Ridhesh,2,10,10,2016-04-20,0,1794,0.23,789.36,0,20,4,2016
OD3159,Esther,3,0,13,2018-09-09,0,1374,0.18,82.44,0,9,9,2018
OD3160,Haseena,0,3,3,2017-04-09,0,2491,0.26,1120.95,0,9,4,2017
OD3161,Jackson,4,12,13,2018-08-12,0,1812,0.22,108.72,0,12,8,2018
OD3162,Verma,5,8,17,2016-11-13,0,714,0.12,78.54,0,13,11,2016
OD3163,Ram,2,10,23,2017-11-30,0,1388,0.25,111.04,0,30,11,2017
OD3164,Veronica,4,11,19,2017-08-26,0,653,0.27,124.07,0,26,8,2017
OD3165,Peer,4,19,10,2015-01-30,0,2262,0.1,791.7,0,30,1,2015
OD3166,Alan,1,13,15,2016-09-06,0,2234,0.11,714.88,0,6,9,2016
OD3167,Aditi,2,4,9,2015-10-03,0,2275,0.3,864.5,0,3,10,2015
OD3168,Willams,2,9,4,2018-03-11,0,2036,0.26,325.76,0,11,3,2018
OD3169,Kumar,2,9,12,2017-08-08,0,916,0.25,238.16,0,8,8,2017
OD3170,Amy,3,0,9,2018-07-10,0,2079,0.12,103.95,0,10,7,2018
OD3171,Arvind,4,12,10,2015-01-30,0,1906,0.33,457.44,0,30,1,2015
OD3172,Harish,4,19,17,2015-01-20,0,1629,0.17,733.05,0,20,1,2015
OD3173,Sabeela,4,12,10,2015-03-30,0,1738,0.35,729.96,0,30,3,2015
OD3174,Adavan,1,21,11,2018-12-22,0,1481,0.11,207.34,0,22,12,2018
OD3175,Jackson,3,0,1,2015-07-11,0,979,0.23,166.43,0,11,7,2015
OD3176,Peer,3,0,10,2017-09-13,0,1477,0.14,354.48,0,13,9,2017
OD3177,Ridhesh,5,8,8,2018-06-29,0,778,0.18,272.3,0,29,6,2018
OD3178,Mathew,3,20,9,2018-08-12,0,977,0.19,439.65,0,12,8,2018
OD3179,Sharon,1,13,11,2017-08-26,0,681,0.21,299.64,0,26,8,2017
OD3180,Amrish,4,17,10,2015-01-20,0,1272,0.16,139.92,0,20,1,2015
OD3181,Ramesh,3,7,14,2018-04-06,0,1649,0.27,98.94,0,6,4,2018
OD3182,Rumaiza,6,6,10,2017-04-03,0,1144,0.3,125.84,0,3,4,2017
OD3183,Krithika,6,16,22,2017-11-22,0,2141,0.35,428.2,0,22,11,2017
OD3184,Harish,2,10,10,2015-11-23,0,1137,0.18,500.28,0,23,11,2015
OD3185,Arutra,3,20,0,2015-11-14,0,1823,0.3,729.2,0,14,11,2015
OD3186,Amrish,3,0,1,2016-09-11,0,988,0.35,296.4,0,11,9,2016
OD3187,Aditi,5,22,18,2016-04-13,0,1052,0.27,105.2,0,13,4,2016
OD3188,Jonas,3,7,6,2015-07-11,0,1768,0.21,141.44,0,11,7,2015
OD3189,Harish,2,4,16,2015-03-28,0,1067,0.3,384.12,0,28,3,2015
OD3190,Sudeep,0,2,9,2016-09-11,0,580,0.22,237.8,0,11,9,2016
OD3191,Arvind,2,10,1,2015-01-23,0,2314,0.27,624.78,0,23,1,2015
OD3192,Adavan,0,2,8,2016-05-29,0,2251,0.21,922.91,0,29,5,2016
OD3193,Muneer,5,14,4,2017-06-13,0,547,0.25,109.4,0,13,6,2017
OD3194,Sabeela,4,12,13,2018-03-11,0,508,0.34,208.28,0,11,3,2018
OD3195,Sudeep,4,11,19,2015-10-11,0,2114,0.22,739.9,0,11,10,2015
OD3196,Surya,4,19,19,2015-10-11,0,1524,0.13,228.6,0,11,10,2015
OD3197,Sudeep,0,3,8,2017-07-17,0,1903,0.26,799.26,0,17,7,2017
OD3198,Peer,3,18,0,2016-09-11,0,1808,0.28,253.12,0,11,9,2016
OD3199,Ganesh,0,2,7,2017-09-13,0,693,0.26,194.04,0,13,9,2017
OD3200,Sundar,2,15,11,2017-09-13,0,1615,0.3,96.9,0,13,9,2017
OD3201,Ridhesh,5,8,22,2018-06-27,0,2032,0.19,325.12,0,27,6,2018
OD3202,Rumaiza,2,9,8,2016-11-17,0,1474,0.16,530.64,0,17,11,2016
OD3203,Sundar,2,15,9,2016-10-09,0,2097,0.14,104.85,0,9,10,2016
OD3204,Arutra,6,16,2,2015-10-11,0,1211,0.14,472.29,0,11,10,2015
OD3205,Jackson,5,8,23,2015-10-11,0,775,0.3,240.25,0,11,10,2015
OD3206,Kumar,5,22,21,2017-07-17,0,1365,0.24,532.35,0,17,7,2017
OD3207,Sabeela,5,14,6,2017-09-13,0,1405,0.15,224.8,0,13,9,2017
OD3208,Adavan,3,7,20,2015-07-11,0,693,0.15,311.85,0,11,7,2015
OD3209,Ridhesh,3,7,12,2018-11-07,0,1934,0.11,135.38,0,7,11,2018
OD3210,Jonas,4,11,21,2015-04-04,0,1500,0.2,555.0,0,4,4,2015
OD3211,Suresh,4,12,0,2017-01-09,0,783,0.17,305.37,0,9,1,2017
OD3212,Sudeep,1,21,18,2018-11-03,0,2073,0.17,663.36,0,3,11,2018
OD3213,Aditi,3,7,16,2018-04-20,0,1191,0.13,83.37,0,20,4,2018
OD3214,Suresh,4,11,10,2015-04-05,0,2244,0.29,561.0,0,5,4,2015
OD3215,James,1,21,14,2015-11-14,0,2451,0.25,441.18,0,14,11,2015
OD3216,Arvind,3,20,1,2018-11-11,0,2454,0.26,834.36,0,11,11,2018
OD3217,Ravi,4,11,17,2017-11-30,0,2072,0.21,497.28,0,30,11,2017
OD3218,Yadav,1,21,5,2018-08-12,0,2070,0.32,414.0,0,12,8,2018
OD3219,Sudha,6,16,14,2015-11-19,0,1159,0.33,359.29,0,19,11,2015
OD3220,Esther,0,1,2,2016-11-17,0,1153,0.27,219.07,0,17,11,2016
OD3221,Aditi,0,3,7,2016-04-25,0,1918,0.22,575.4,0,25,4,2016
OD3222,Peer,0,2,0,2017-07-22,0,1298,0.26,363.44,0,22,7,2017
OD3223,Esther,6,6,22,2018-04-12,0,985,0.32,128.05,0,12,4,2018
OD3224,Krithika,1,21,18,2016-04-25,0,971,0.33,242.75,0,25,4,2016
OD3225,Shah,3,20,4,2018-09-12,0,781,0.26,132.77,0,12,9,2018
OD3226,Sheeba,3,0,6,2016-10-08,0,1050,0.13,273.0,0,8,10,2016
OD3227,Hussain,4,11,15,2017-01-09,0,1494,0.27,164.34,0,9,1,2017
OD3228,Ganesh,6,6,11,2017-01-09,0,1320,0.2,211.2,0,9,1,2017
OD3229,Ramesh,3,0,4,2017-09-20,0,1791,0.3,537.3,0,20,9,2017
OD3230,Alan,4,11,3,2018-09-12,0,1108,0.14,166.2,0,12,9,2018
OD3231,Ridhesh,5,22,21,2015-01-20,0,2054,0.33,657.28,0,20,1,2015
OD3232,Ridhesh,1,21,12,2015-01-20,0,1785,0.29,624.75,0,20,1,2015
OD3233,Yusuf,1,21,11,2015-09-23,0,2103,0.32,147.21,0,23,9,2015
OD3234,Alan,3,18,16,2018-12-16,0,1699,0.19,526.69,0,16,12,2018
OD3235,Ganesh,1,21,9,2017-09-13,0,1576,0.25,315.2,0,13,9,2017
OD3236,Verma,4,17,14,2015-12-04,0,1926,0.32,211.86,0,4,12,2015
OD3237,Alan,2,15,16,2018-09-12,0,1804,0.18,469.04,0,12,9,2018
OD3238,Shree,2,10,21,2018-03-21,0,1496,0.27,329.12,0,21,3,2018
OD3239,Haseena,4,12,12,2018-12-26,0,1066,0.1,341.12,0,26,12,2018
OD3240,Mathew,2,10,20,2018-01-28,0,2266,0.13,815.76,0,28,1,2018
OD3241,Sudha,5,8,7,2017-07-22,0,533,0.11,165.23,0,22,7,2017
OD3242,Kumar,5,22,14,2015-09-23,0,2327,0.32,465.4,0,23,9,2015
OD3243,Anu,6,5,18,2017-07-22,0,1257,0.27,540.51,0,22,7,2017
OD3244,Willams,4,17,22,2018-03-11,0,2471,0.26,1087.24,0,11,3,2018
OD3245,Alan,3,7,8,2015-09-23,0,799,0.28,327.59,0,23,9,2015
OD3246,Veena,3,18,17,2017-03-09,0,898,0.19,161.64,0,9,3,2017
OD3247,Sudeep,2,9,8,2015-06-20,0,1636,0.21,98.16,0,20,6,2015
OD3248,Sheeba,1,21,7,2015-07-11,0,2169,0.31,325.35,0,11,7,2015
OD3249,Arvind,0,3,5,2015-03-17,0,2191,0.31,810.67,0,17,3,2015
OD3250,Veronica,4,19,20,2018-05-08,0,1903,0.16,647.02,0,8,5,2018
OD3251,Sabeela,6,16,0,2016-01-06,0,1807,0.16,795.08,0,6,1,2016
OD3252,Komal,1,13,20,2015-03-17,0,2433,0.35,1046.19,0,17,3,2015
OD3253,Ridhesh,6,6,16,2018-10-08,0,535,0.23,48.15,0,8,10,2018
OD3254,Rumaiza,6,16,23,2017-09-22,0,1835,0.19,293.6,0,22,9,2017
OD3255,Vinne,5,14,4,2017-09-13,0,2081,0.22,894.83,0,13,9,2017
OD3256,Sharon,1,21,14,2016-05-03,0,1636,0.14,736.2,0,3,5,2016
OD3257,Aditi,3,7,11,2018-11-11,0,2069,0.23,744.84,0,11,11,2018
OD3258,Shah,1,13,15,2018-04-20,0,1562,0.27,421.74,0,20,4,2018
OD3259,Shah,1,21,2,2016-01-06,0,1726,0.2,500.54,0,6,1,2016
OD3260,Kumar,0,2,16,2018-07-25,0,1633,0.1,718.52,0,25,7,2018
OD3261,Hafiz,2,4,7,2016-11-13,0,1415,0.18,353.75,0,13,11,2016
OD3262,Yusuf,6,6,17,2017-09-22,0,2126,0.28,616.54,0,22,9,2017
